Class,GcA-0,GcA-1,GcA-2,GcA-3,GcA4,GcA5,GcA6,GcA7,GcA8,GcA9,GcA10,GcA11,GcA12,GcA13,GcA14,GcB-0,GcB-1,GcB-2,GcB-3,GcB4,GcB5,GcB6,GcB7,GcB8,GcB9,GcB10,GcB11,GcB12,GcB13,GcB14,GcC-0,GcC-1,GcC-2,GcC-3,GcC5,GcC6,GcC7,GcC8,GcC9,GcC10,GcC11,GcL-0,GcL-1,GcL-2,GcL-3,GcL4,GcL5,GcL6,GcL7,GcL8,GcL9,GcL10,GcL11,GcL12,GcL13
Nitrospiria,0.000229573202546176,0,0,0,0,0,0,0,0.000818951135915557,0.000558222619180529,0,0.000111713120706027,0,0,0,0.00480821471259372,0.00170661312586272,0.00224946931533758,0.00178096623689359,0,0,0,0,0.0308512664254428,0.0209334248455731,0.00604626708727655,0.00333269651234371,0.00161808759539064,0.000957491372603778,0.00200849748937814,0.00464431875661011,0.00013985524981644,0,0,0,0.000184855697021513,0.000196099404570899,0,0,0.000135937287597988,7.06801194494019e-05,0,0.00401170985579529,0.00332891532842216,0.00449348222627575,8.41485221415799e-05,0.000160531680927231,0.00106661495200233,0.00230165813330828,0.0110445960369391,0.00920113097234868,0.00350176263219741,0.00192337581597762,0.00133024210406294,0.0020660201359873
Oligoflexia,0,0,0,0,0,0,0,0,0,0,0,7.4475413804018e-05,0,0,0,0.000244485493860698,0,0,0,0,0,0,0,0,0,0.000638425717290071,0.000424547326413212,0.000349856777381759,0.000299216053938681,0,0,0,0,0,0,0,0,0,0,0,0.000318060537522308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154180607163231
Omnitrophia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108660219493643,0,0,0.000301008378066523,0,0,0,0,0,0,0.000375544539582394,0.00152837037508756,0.00266765792753592,0.00155592348048114,0.000926998841251448,0.000183933416103371,0,0,0,0,0,0,0,0,0,0,0,0,0.000277409610701846,0.000133469769097299,0,0,0,0,0,0,0.00110458284371328,0.00124339446689462,0.000627114134772529,0.000231270910744847
Omnitrophota Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376458777763835,0,5.01680630110871e-05,0,0,0,0,0,0,0,0.000297183128489248,0.00013119629151816,0,0,0.000137950062077528,0,0,0,0,0,0,0,0,0,0,0,8.13184430228776e-05,0,0,0,0,0,0,0,0,7.05052878965922e-05,0.00104911408144234,0.000741134886549352,0.000231270910744847
Paceibacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000597631207215039,0.000451750533316602,0.000285143997718848,0.000275924346560979,0,0,0,0,0,0,0.000187772269791197,0.00354497017555032,0.00306124680209039,0.00261315353773114,0.00056006179992275,0,6.992762490822e-05,6.65823290498702e-05,0.000147181474758377,0,0,0,0,0,0,0.000194370328485855,0,8.13184430228776e-05,0.00021576303054588,0,0,0,0,0,0,0,0.000117508813160987,0.000388560770904569,0.000494089924366235,0.00124886291802217
Palsa-1180,0.000459146405092351,0,0,0,0,0,0,0,0,0,0,0,0.000278750500879806,0,0,0.000597631207215039,0.00042665328146568,0.000601970661850901,0,0,0,0,0,0.000317399860344061,0.00171585449553878,0.00439387111311402,0.00275955762168588,0.00118076662366344,0.000379007001655662,0,0.00203859536181236,0.00087409531135275,0.000798987948598442,0.00260020605406466,0,0,7.13088743894178e-05,0.00104981014071923,0.00368033648790747,0.00548280393311885,0.00454119767462407,0.00172729471102359,0.00159926271278326,0.00132540147335327,0.00171286203674868,0,0,0,0,0,0.00215651507164422,0.0133960047003525,0.0182235001554243,0.00476986811599711,0.00197351177168936
Patescibacteria Phylum,0,0,0,0,0,0,0,0,0,0,0.000254897676789746,0.00037237706902009,0.000104531437829927,0.000173714991603775,0.00181917409496089,0,0.000150583511105534,0,0.000100336126022174,0,0,0,0,0,0,0.000300435631665916,0.00222887346366936,0.00111516847790436,5.98432107877361e-05,0.000540749324063345,0.000229916770129213,0,0,0,0,0,0,0,0,0,0,5.18188413307078e-05,0.00173479345115472,0.000924698702339488,0.00209102638252436,0,0,0,0,0,0,0.000305522914218566,0.00176795150761579,0.00106419368325035,0.000277525092893816
PGYV01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137950062077528,0,0,0,0,0,0,0,0,0.000294530789795641,0.000229710388210556,0.000103637682661416,0,0,0,0,0,0,0,0,0,0,0.00120453838980417,0.000114020751776823,0
Phycisphaerae,0.00732547219033705,0.00139563445542344,0.00202360876897133,0.00201972665058729,0.000235331032318795,0,0.000338638672536404,0.00323286581120064,0.0207770936334132,0.0130251944475457,0.00440608841307989,0.00350034444878884,0.0027352392898831,0.00164064158736899,0.00135427404847088,0.0158915571009453,0.00875894089597189,0.0083008586002598,0.0100085285707119,0.00261727400845581,0.00402952608494098,0.00372006510113927,0.0182189998140918,0.0271059480733828,0.015638788116482,0.00608382154123479,0.00505211318431722,0.00360789801674939,0.00289242185474058,0.00380455774430282,0.0123541944482764,0.00409076605713087,0.00396164857846727,0.00414561153902762,0.00428490738756987,0.0128936848672505,0.00957321638677933,0.00714764351127987,0.00578338590956888,0.0049390547827269,0.00300390507659958,0.00877465713199986,0.0129567385883118,0.0181857411460099,0.0189304622503003,0.00262964131692437,0.00699918128842727,0.00378163482982643,0.00897176945840575,0.0100236669915077,0.00670915800067092,0.00667450058754406,0.0075769350326391,0.00505491999543917,0.0050725419756703
PLA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198304900575899,0.0044924080813151,0.00316826664132053,0.00454020970250339,0.00939534259445675,0.00752415932674821,0.00381306672866775,0.00223089793641941,0,0,0,0.00036086522745123,0.000437320971727199,0,0.000328312089609888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planctomycetia,0.0817698006887196,0.0743314910958522,0.0734521801975428,0.0759848618546189,0.0409279887041104,0.0499652697383654,0.0606727621627723,0.131602506714414,0.128787649003609,0.0672472181906144,0.0444614376228971,0.0252657841330131,0.01442533842053,0.0158659692331448,0.0183534453136054,0.0753558622188417,0.0796837746266784,0.0881411779615372,0.0835799929764712,0.0101559179473413,0.012944406803837,0.0271099744245524,0.0792898308235732,0.133244461372437,0.109324443572899,0.0591482649842271,0.0288479908297778,0.0163120722454245,0.0112704713650236,0.0169949787562766,0.132370748455726,0.122093633089752,0.12034755975764,0.124834420840897,0.0730576709580664,0.0898167617903274,0.092594573394659,0.054679472861291,0.0499863691241189,0.0349132266980833,0.0318237237820932,0.0796282861781877,0.0910495500379486,0.110624788089881,0.11071317346621,0.0694014936362679,0.0501340439535743,0.0843595462038204,0.228005073042416,0.231240428790199,0.126946853884123,0.0772972972972974,0.0545733602735468,0.0378358861312759,0.0402719745910359
Planctomycetota Phylum,0.000918292810184702,0.00108859487523028,0.000409539869910865,0.000745141871090456,0.00151004079071227,0.0012039824033341,0.000790156902584942,0.000547100368049339,0.00030331523552428,0.000111644523836106,0.000473381399752385,0,0,0.000115809994402517,0,0.000488970987721395,0.000225875266658301,0.000190095998479232,0.000175588220538805,0.00183432879225108,0.000606211888884927,0.000976517089049058,0,0.000507839776550498,0,0,0,8.74641943454398e-05,0.000179529632363208,7.72499034376207e-05,0.00369399610674269,0,0,0,0.000116861110570087,0,5.34816557920633e-05,0.000178691087781997,0,0,0,5.18188413307078e-05,0.00121977664534316,0.000832228832105539,0.000978778306713529,0.0119280530135689,0.0128425344741785,0.00761175215747115,0.00178495936868805,0,0.00129390904298653,0.000681551116333725,0.00050512900217594,0.000475086465736764,0.000709230792950863
Polarisedimenticolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488970987721395,0.000401556029614757,0,0.00035117644107761,0.000603986309643648,0,0,0,0,0,0,0,0.000437320971727199,0.000319163790867926,0,0.000536472463634831,0,0,0,0,0,0,0,0,0,0,0,0.000596335248834436,0.000339056190857812,0.000266939538194599,0.000631113916061849,0.00118793443886151,0,0,0,0,0.000141010575793184,0,0,0
Polyangia,0.00480016696232912,0.000279126891084687,0.000529992772825825,0.000666705884659882,0.00262786319422655,0.00240796480666821,0.000733717123828875,0.0017905102954342,0.00233552731353696,0,0.00094676279950477,0.00104265579325625,0.00104531437829927,0.000829971626551371,0.000909587047480444,0.0191241986308812,0.00808131509599699,0.00716028260938441,0.00657201625445242,0.0184327673757913,0.0156188710195058,0.0142292490118577,0.00706451013199479,0.00641147717895004,0.00205902539464653,0.00172750488207901,0.00399074486828419,0.00271139002470863,0.00349085396261794,0.00281962147547316,0.00764856455296516,0.00157337156043495,0.00159797589719688,0.000981209831722514,0.0158541573340085,0.00543013610000693,0.00144400470638571,0.000960464596828233,0.000954161311679713,0.000951561013185917,0.00118389200077748,0.00380004836425191,0.00159926271278326,0.00172610424436704,0.000934288383681096,0.0348374881666141,0.0306133915528229,0.0198293416076796,0.00342900089247968,0.00129936423963989,0,0.00225616921269095,0.00338047870686975,0.00190034586294706,0.00149555188948334
Proteinivoracia,0,0,0,0.000176480969468792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonadota Phylum,0,0,0,0,0,0,0,0,0,0,0,0,8.71095315249395e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86249517188103e-05,0,0.00367120030768155,0.00186430521339636,0.00328705293627042,0.0182303332489336,0.00690898167617903,0.00137269583199629,0.00055840964931874,0.00087627059235892,0.00129140423218089,0.00183768310568445,0.00411096141223616,0,0,0,0.00012622278321237,0,0,0,0,0,0,0,0,4.62541821489693e-05
PUPC01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06555693505618e-05,0,0,0,0,9.24278485107563e-05,8.91360929867722e-05,0,0,6.79686437989941e-05,0,0.000120910629771652,0,0,0,0,0,0,0,0,0,0,5.82841156356854e-05,0,0
RBG-13-43-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052114467895955,0,0,0,0,0,0,0.000156354701809247,0.000467344315924758,0.000589061579591282,0.000689131164631668,0.000155456523992124,0,0,0,0,0,0,0,0,0,0.00317273795534665,0.00662496114392291,0.00171031127665235,0
RBG-16-71-46,0,0,0,0,0.000117665516159398,0,0,0,0,0,0,0.000204807387961049,0.000139375250439903,0,0,0.0204552863196784,0.0199272179696323,0.0175205145265026,0.0214468469372398,0.0218777263270921,0.0415433441500553,0.0414787258777029,0.0358802751440788,0.0151717133244461,0.00955976076085891,0.00968904912122578,0.00424547326413212,0.00446067391161743,0.00492709102152361,0.00413286983391271,0.0116337885685382,0,0,0,0.000389537035233625,0,0,0,0,0,0,6.90917884409438e-05,0.00772525208717337,0.00804487871035354,0.00687369310851092,0.0379299463553171,0.0485287271443019,0.033210511005527,0.0191648269059139,0.00654322706390088,0.00412133991469785,0.00218566392479436,0.00209822816288468,0.00281251187716164,0.0026056522610586
RBS10-35,0,0,0,0.000235307959291723,0.000215720112958896,0.000555684186154202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodothermia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71095899604053e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPQS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108660219493643,0.000150583511105534,0.000380191996958464,0,0,0,0,0,0,0,0.000863752441039507,0.00263219342376191,0.00144315920669976,0.000538588897089625,0.000328312089609888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376028202115159,0,0,0
Saccharimonadia,0.0418658040279662,0.00669904538603249,0.00570946759816912,0.00903974743612369,0.000137276435519297,0,0,0.00139261911867104,0.0235372622766842,0.0762159949387816,0.162005680576797,0.141130909158614,0.0382410843394484,0.0182786774498639,0.0179491844036141,0.00353145713354341,0.00308696197766345,0.00278807464436207,0.00225756283549892,0,0,0,9.2954080684142e-05,0.000253919888275249,0.00107853711148152,0.0123554153522608,0.0378059394170965,0.0130102989088842,0.00329137659332549,0.00227887215140981,0.00439907420180561,0.00992972273696724,0.00875557627005793,0.0100819310209488,9.73842588084062e-05,0,0.000124790530181481,0.000982800982800983,0.00827588892783425,0.0158593502197653,0.0119272701570866,0.00402459667668498,0.0083486934836821,0.00785993896988565,0.00662899853183254,0,0,0,0,0.000324841059909973,0.00575070685771793,0.0312338425381904,0.0227696611750078,0.00663220706168523,0.00299110377896668
SAR324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000244485493860698,0.000552139540720291,0.000443557329784875,0.000551848693121959,0,0,0.000325505696349686,0,0,0,0,0.000148591564244624,0,0,0.000154499806875241,0.00199261200778651,0.00125869724834796,0.0050269658432652,0.00394936957268312,0.0149582221529712,0.013448251958315,0.00410026027739152,0.00107214652669198,0.0010709973906609,0.0015406225927772,0.00217341367306911,0.00523370297440149,0.00346958690230944,0.00305150571772031,0.00231347599768652,0.000610076785526454,0.00245613471818663,0.00305439736255212,0,0,0,0.000681551116333725,0.000582841156356854,0.000190034586294706,0.000123344485730585
Sericytochromatia,0,0,0,0,0,0,0,0,0,0,0,5.58565603530135e-05,6.96876252199516e-05,0,0,0.000135825274367054,0.000125486259254612,0,0,0.000715835626244324,0.000320935705880255,0,0,0,0,0,0,0,0.000159581895433963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000339056190857812,0.000200204653645949,0.000357631219101715,0.0002086911852054,0,0,0,0,0,0,0,7.70903035816155e-05
SHA-98,0.000271313784827298,0.000893206051470999,0.000722717417489762,0.000666705884659882,0,0,0,0,0.000970608753677697,0.00171188269882029,0.00094676279950477,0.00016756968105904,0,0.000424636646142562,0,0,0.000200778014807379,0,0,0,0,0,0,0,0,0,0,0,7.97909477169815e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM23-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000752056404230317,0.000388560770904569,0,0
Spirochaetia,0,0,0,0,0,0,0,0,0,0,0,7.4475413804018e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000413098993540634,0.000191046296885945,0,7.97909477169815e-05,0,0,0.00143351631061851,0.00292962247819429,0.00206054064661728,0.000370060183471944,0.00309633292511034,0.0036010981566656,0.00178691087781997,0.00177201386454804,0.00217499660156781,0.00187302316540915,0.0041800532006771,0,0,0,0,0,0,0.00145615106392973,0,0,4.70035252643948e-05,0,0,6.16722428652924e-05
Spirochaetota Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103637682661416,0,0,0,0,0,0,0,0,0,0,5.82841156356854e-05,0,0
Sumerlaeia,0,0,0,7.84359864305744e-05,0,0,0,0,0,0,0,5.58565603530135e-05,0,0,4.04260909991308e-05,0,0.000225875266658301,0,0.000125420157527718,0,0,0,0,0,0.000490244141582508,0.000638425717290071,0.000275955762168588,0.00019679443727724,0,3.86249517188103e-05,0.000383194616882022,0,0,0,0,0,0.00016044496737619,0.000335045789591244,0.000642598434396542,0.000543749150391953,0.000229710388210556,0.000431823677755899,0.00021684918139434,0.000184939740467898,0,0,0.000128425344741785,0,0,0.000185623462805699,0,0,0.000310848616723656,7.60138345178823e-05,0
Symbiobacteriia,0,0,0,0,7.84436774395984e-05,0,0,0,0,0,0,0,0,0,0,0,0.000200778014807379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synergistia,0,0,0,0,5.88327580796988e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syntrophia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000551800248310112,0,0,0,0,0,0,0,0.000895743272189119,0.00181249716797318,0.00150195253829979,0.000328185995094483,0,0,0,0,0,0,0,0,0,0.000799059929494712,0.0023896487410631,0,0.000292943153610139
Syntrophobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000659094741037078,0.0006992762490822,0.000565949796923896,0,5.84305552850437e-05,9.24278485107563e-05,0.000463507683531215,0.000893455438909984,0.00155781438641586,0.000928904798586252,0.000565440955595215,0,0.000189743033720048,0,0,0,0,0,0,0,0.00225236018593952,0.00173913043478261,0.000310848616723656,0.000627114134772529,0
Syntrophomonadia,0,0,0,9.80449830382179e-05,0,0,0,0,6.06630471048561e-05,0,0,0.00102403693980525,0.00024390668826983,0.000212318323071281,0,0,0,0,0,0,0,0,0,0,0,0,0.000191046296885945,0.000349856777381759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80069172589411e-05,0
Syntrophorhabdia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087368372649101,0,0,0.000147181474758377,0,9.24278485107563e-05,0.000356544371947089,0.000737100737100737,0.000545235035245551,0.000453124291993294,0.000194370328485855,0.000431823677755899,0.000271061476742925,0,0.000111224807581083,0,0,0,0,0,0.00210859251449657,0.00192714453584019,0.00064112527199254,0.000399072631218882,0.000539632125071309
Terriglobia,0.054387978712303,0.0268799196114554,0.03035413153457,0.0226483910818284,0.00303969250078444,0.00236165779115536,0.000225759115024269,0.0089028150800756,0.0904486032333404,0.140448810985821,0.0746486053455684,0.0409242398853079,0.0271259081168662,0.0198035090428304,0.0239322458714855,0.0062751276757579,0.00288618396285607,0.00253461331305643,0.00265890733958762,0.000603986309643648,0,0.00116252034410602,0.00334634690462911,0.00907763600584016,0.0157858613589568,0.00908817785789395,0.00396951750196353,0.00170555178973608,0.0012766551634717,0.00266512166859791,0.147775172054383,0.154435159609804,0.183567481190492,0.167688760241378,0.067156184874277,0.227095223790928,0.471476450244233,0.495354031717668,0.2848853059158,0.258462096152975,0.238951813828566,0.259923308114831,0.133985687954028,0.109885029128009,0.113871958001513,0.00982433996002945,0.00427014271266435,0.00683603219237855,0.123303114284372,0.293377882964407,0.260027795083146,0.137579318448884,0.0818503263910476,0.0561172133328266,0.0571084968932608
Thermaerobacteria,0,0,0,0.000156871972861149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125420157527718,0.000313178086481892,0,0,0,0,0,0,0,0,0.000139634158504718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermincolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06801194494019e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermoanaerobaculia,0.00187832620265053,0,0,0,0.00190225917791026,0.00171335957397546,0.00349926628287617,0.00208892867800657,0.00200188055446025,0.000744296825574039,0.000582623261233705,0.000800610698393193,0.000348438126099758,0.000482541643343821,0.000404260909991308,0.0105672063457568,0.00609863219977412,0.00716028260938441,0.00642151206541915,0.00756101380220567,0.00966373069928324,0.0167402929551267,0.0121305075292805,0,0.00357878223355231,0.00262881177707676,0.00263219342376191,0.00277698817046771,0.0028126309070236,0.00363074546156817,0.0158029460002146,0.00304185168350757,0.00316266062986883,0.0036304763773733,0.0403755137019652,0.0250248399842873,0.0102863051306735,0.0057181148090239,0.0043813529617946,0.00491639856812724,0.0055660594066404,0.0118837876118423,0.00365932993602949,0.00551736892395894,0.00391511322685412,0.018323340696329,0.0282054163389145,0.0488218753030156,0.02076189581474,0.00960601420019491,0.0040734173575502,0.00474735605170388,0.0049152937519428,0.00402873322944776,0.0042708028184215
Thermodesulfovibrionia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048129243880382,0.00636341386664802,0.00346228111059325,0.00365500662316636,0.000331106479948581,0.000831850636596807,0.00226405676186401,0.0106991288809471,0.0541924679674417,0.0618061534278853,0.0331843160814942,0.0190002418212595,0.000731865987205898,0.00114046173288537,0.00111224807581083,0,0,0,0,0,0.00680500311496621,0.036662749706228,0.0263444202673298,0.00733533503097564,0.00351531784332167
Thermoleophilia,0.046394657205468,0.0746943560542623,0.0782221151529752,0.0670039414083181,0.135080012550988,0.130215327622135,0.0720171576927418,0.0305381478165722,0.0147107889229276,0.00893156190688847,0.0120166047629452,0.0110037423895437,0.00864126552727399,0.0071609179872223,0.0103895053867766,0.0321634249701184,0.0311205922951437,0.038114247695086,0.0320824762955902,0.113840234436168,0.0979923688621046,0.0408277144850035,0.0165923034021194,0.00755411667618866,0.000245122070791254,0.000901306894997747,0.00473370268950731,0.00428574552292655,0.00446829307215096,0.00380455774430282,0.0232062659983753,0.0197545540365721,0.0214395099540582,0.0200166805671393,0.0390510877821709,0.0152274880421471,0.00288800941277142,0.00192092919365647,0.00249250301826537,0.00285468303955775,0.00349866591274539,0.00937921028085812,0.0182966496801475,0.0113737940387757,0.017973928905103,0.15235089933733,0.101568394522659,0.0368951808397169,0.0148903189440556,0.00236669915077266,0,0.00279670975323149,0.00182623562325148,0.00228041503553647,0.00257481613962596
Thermoplasmata,0,0.000251214201976218,0.000289086966995905,0.000176480969468792,0,0,0,0,0,0,0,3.7237706902009e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016860563142809,0,0.000166455822624675,0,0.000818027773990612,0.000138641772766134,0,0,0,0,0,0.000276367153763775,0.000379486067440095,0,0.00131245272945678,0.00029451982749553,0.00025685068948357,0,0,0,0,0,0,0,0
Thermoplasmatota Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032598065848093,0.000301167022211068,0.000190095998479232,0.000401344504088697,4.47397266402702e-05,0,0.000232504068821204,0,0,0,0,0.000106136831603303,0,0,0.000115874855156431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermosediminibacteria,0,0,0,0,0,0,0,0,0,0,0,0.00113575006051127,0.00102789247199429,0.00111949661255766,0.000869160956481313,0,0,0,0,0,0,0,0,0,0,0.000225326723749437,8.49094652826424e-05,0.000721579603349879,0,0.000115874855156431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA10030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184722373139194,0.00208307190362655,0.00332667997338656,0.00200672252044349,0,7.13190457511679e-05,0,0.0011154489682097,0.00209483907827081,0.00558878321404059,0.0102899203845576,0.00594366256978497,0.00236153324732688,0.00163571442819812,0.000888373889532638,0.00628439171686516,0.00195797349743016,0.00319595179439377,0.00326252269047736,0.000350583331710262,0.00265730064468424,0.00233536563625343,0.00142952870225597,0.00531604159364412,0.0068648330236984,0.00915307546869754,0.00445642035444088,0.0047164696953269,0.00366797151927997,0.00238021088223517,0.000147259913747765,0,0,0.00436845319178919,0.00552229801846954,0.0115493362725835,0.0164982373678026,0.0136384830587504,0.00693626239975676,0.00303735796111565
UBA1018,0,0,0,0,0,0,0,0,0,0.000372148412787019,0,0.00132193859502132,6.96876252199516e-05,0.000231619988805034,0.000121278272997393,0.00097794197544279,0,0,0,0,0,0,0,0,0.000294146484949505,0,0.000934004118109066,0.000502919117486279,9.97386846462269e-05,0.000444186944766319,0.00102696157324382,0,0,7.35907373791885e-05,0,0.00025417658340458,0.000374371590544443,0.000357382175563994,0.00155781438641586,0.00317187004395306,0.00417012704751471,0.00133001692748817,0,0,0,0,0,0,0,0,0.00076676091436239,0.00103407755581669,0.00318619832141747,0.00336361217741629,0.00191183952882406
UBA10199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135825274367054,0,0.000253461331305643,0,0,0,0,0,0,0,0.000300435631665916,0.000658048355940478,6.55981457590799e-05,5.98432107877361e-05,0.000154499806875241,9.19667080516853e-05,0,0,0,0,0,0,0,0,0,0.000176700298623505,0,0.000731865987205898,0.000616465801559658,0.000867553499132446,0,0,0,0,0,0,0,0.00124339446689462,0.00068412451066094,9.25083642979386e-05
UBA10988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185030091735972,0.000462139242553781,0.000196099404570899,0,0.000136308758811388,4.53124291993294e-05,0,0.000397277783535427,0,0,0,0.00021037130535395,0,0,0,0,0,0,0,0,0
UBA11346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137950062077528,0.00031467431208699,0,0,0.000136337962331769,0,0.000142617748778836,0,7.78907193207929e-05,0,0,0.000103637682661416,0,0,0,0.000694225307668034,0.000545807715152585,0,9.39452299309503e-05,0,0,0,0,0,0
UBA1135,8.34811645622456e-05,0,0,0,0,0,0,0,0,0,0,0,3.48438126099758e-05,0,0,0.0148864500706291,0.0135023214957962,0.0166333998669328,0.0119901670596498,0.0310046305617073,0.0347680348036943,0.0224133922343641,0.0105502881576501,0.00387227829619755,0.00210804980880478,0.00150217815832958,0.0028020123543272,0.00150875735245884,0.0017155053759151,0.00152568559289301,0.00346407933661348,0,0,0,0,0,0,0,0,0,0,0,0.00154505041743467,0.00298985913756434,0.00164612715220003,0.0079520353423793,0.00775368018878526,0.00295743236691554,0.00277138428296303,0.00139217597104274,0,0.000211515863689777,0.00064112527199254,0.000551100300254646,0.000292943153610139
UBA1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052114467895955,0,0,0,0,0,0,0,0.000292090197452973,6.79686437989941e-05,0.000176700298623505,0,0.00287325165347501,0.00237339333600469,0.00300306980468924,0.00021037130535395,0,0,0,0.000278435194208548,0.00450472037187904,0.0463219741480611,0.0440627914205782,0.0103188780358025,0.00601304367936601
UBA1384,0,0,0,0,0,0,0,0,0,0,0,0,6.96876252199516e-05,0,0,0,0,0,5.01680630110871e-05,0,0,0,0,0,0,0,0.000169818930565285,0,0,0,0,0,0,0,0,0,0.000106963311584127,4.46727719454992e-05,0.000136308758811388,9.06248583986587e-05,7.06801194494019e-05,0,0.000379486067440095,0.00021576303054588,0.000177959692129733,0,0,0,0,0,0,7.05052878965922e-05,0.000116568231271371,0,0
UBA2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127364197923964,0.00017492838869088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000524557040721169,0.000513093382995705,0
UBA2394,0,0,0,0,0,0,0,0,0,0,0,0.000111713120706027,3.48438126099758e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74641943454398e-05,3.98954738584908e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025256450108797,0.000152027669035765,0
